fid,username,reply_count,address,amount,total,points
270158,treeofdopamine,1,0x02546536cbe531edddc74ea20728080709f215b1,0,,0
269000,masi,1,0x6a4a2b7d3763054da63ec3ac85253e914acd9668,0,,0
262539,cipherscript.eth,1,0x693886098c5a9b2904210e0c03c08ce4d40654c3,0,,0
261558,arondius,1,0x34d1512fe287007d38a379dbd4574394f98cc168,0,,0
251940,palmer,1,0x562257821731283b842cf689df9941ddbec3a2a5,0,,0
249216,0xwives,1,0x02f67b2e6afbac5d1590c39097d03829bc0beda9,0,,0
248422,djn,1,0xc73e80ff09e23f9074208e08636be8d598d9c191,0,,0
248101,jim.base.eth,1,0x68a375bf740163db10ef7c2f705fbab37b5cc6ea,0,,0
248032,simongoldberg,1,0x0a0a0448d239920836c197498d656a703c2429a8,0,,0
247237,73mp3st,1,0xcae4e9be42f3506741c65a4c158a3f1651086ec8,0,,0
246557,panik,1,0x5713acf41fb8b4d330de95ed47a334c5423e5d08,0,,0
246383,xau,1,0x1f3cc123f5c83c34ee68b9bd7b13039a73d3e937,0,,0
243907,banterlytics.base.eth,1,0x18ccc241cce98a67564e367ebc1f1f0e692e3188,0,,0
243424,maxwel,1,0x2c7d20f8f7d5c6737cbc1d0df661c6149e281cdf,0,,0
243288,marinara,1,0x06497d5c9f9f4939bb7871f36a1560528601655c,0,,0
242188,heresmy,1,0x0a8138c495cd47367e635b94feb7612a230221a4,0,,0
241141,argentina,1,0x1d6197b012be1bee9b6d36865c97c2a38f4d90fb,0,,0
240999,quizford.eth,1,0x030be927f4376a558897d9f85851a5afa826484a,0,,0
240910,storming0x,1,0x8cc38ae2c29a230b8bb1696b1965d60b9e8e6395,0,,0
238819,yung,1,0x0ff233781019175d633750d6792f86cc5b446e55,0,,0
238794,matt-w,1,0xe6a5f1690fcda05d9ba0a663b6e7ddf3c97eb7b1,0,,0
238403,poppunkonchain,1,0x3d4aafbe86059d17c6263332c560f18c4f1fec34,0,,0
235627,ballerxbt,1,0x87a44033521681155386812f047f84d5e52617e0,0,,0
234855,j-m,1,0x80efd5941e8602648ec466080f30fbd6f01ba0fb,0,,0
234334,perecgeorges,1,0xcf1ae31a1a5ac04777c3bd7ed7d5692bcf61277b,0,,0
234220,klovve,1,0x8623c9dacc60fe667c1eb1b1b26197caeb58a64f,0,,0
233254,lottopgf,1,0x512597eb36dcdf2e4fe85a69c9eec10a140013eb,0,,0
233147,pplpleasr,1,0x19eb7ffdcd670ca917110bd032463120a5e58c8e,0,,0
232603,notcomfy,1,0x72fef1abced43b44e2c838f68b785fc7028fb2c0,0,,0
231533,dribble,1,0x0d36f3b293144d18667823635342e151468fe6f1,0,,0
231034,rhynotic,1,0x0f515b6b001597c109f0a62347bf49ce3465ae29,0,,0
228390,kopievskii,1,0x2089fb4d08f13c0c2ad1731a1d51d81784135fd1,0,,0
226690,renstern.eth,1,0x32a9174ce73539181921a950ed4d5f4d8bb12dd2,0,,0
226606,glitteringobj,1,0x05d9b5af183224c690606141ef6204a2cd74505d,0,,0
221475,kritter,1,0x1408a0cca8ec539c7242b58486499a5be84625dd,0,,0
217834,luka,1,0x245e28c08fce26710d1c96a135cf0a6c50ff3c85,0,,0
216086,christof,1,0xca9b0d74db3060a18bc9727651f309122dc28ed1,0,,0
215351,trewkat.eth,1,0x8f781d06354e9a3b0eed52931051bc171984603d,0,,0
215299,matthu.eth,1,0x41f727fa294e50400ac27317832a9f78659476b9,0,,0
212726,ethdreamer,1,0x27049b53055066eb01468267f147874db046773f,0,,0
212722,uniswap,1,0xc94e75a62edf4a3c34005ff00f88a3dd80502875,0,,0
212640,0xrecruiter,1,0x26ee8633df14f96409870f3acb3768fa0a084c3c,0,,0
211832,soarez.eth,1,0x0dbedcaf58d070c75112d3baa0e0ada5f1ba58c7,0,,0
211705,intothenetwork,1,0x77e35e1fb1696eccb213e0dcc1d2c9399b233b3d,0,,0
211697,raven50mm,1,0x2e6716937c644aa518b18bc68e252497928802c3,0,,0
211572,etash,1,0x16259651883cd4c186afb3a79e8b3936236fa0cd,0,,0
210648,sweetman.eth,1,0x0b04b2abe7844895cf79bee2734932ff18ee28e8,0,,0
196763,samedayjeremy,1,0x801ec5737fc059f66944b0998810980b340aeebb,0,,0
196293,b0ggs,1,0x73ee044a4d88b71c5f82b776cde70573e0889715,0,,0
195091,greyseymour,1,0x15fcb36c8a236ad48d72dbea99bd14acdfa0f938,0,,0
193445,omghax.eth,1,0x08bf5f8bc4b1b89b7415e8823b81183990186117,0,,0
193423,xh3b4sd.eth,1,0x5123b6c5d708f7bd77550214e89f7720875ccfc3,0,,0
193137,super,1,0x1bfd1713c309a8fe0dd297f73238c60d4fc1a1bf,0,,0
192279,taycaldwell,1,0x58c02ae8ae017285ddab629c9bc40d5f2149178f,0,,0
190436,2irl4u,1,0xc9da5a57fb952ee998d1a265a8adbc3251d851e9,0,,0
189733,jamesbeck.eth,1,0x68efd12793149550ec6f4af3805e6f33a86116ec,0,,0
20997,neerajka,1,0x37df2658fd0df6c00a212528265fcb78d0c81dc1,0,,0
20373,wagmialexander,1,0x9de256744ad5065b061f9c9a0ec3d708e0e036fb,0,,0
20358,edballoon,1,0x387ac2b4d1f1a41823e42f7b89f4ea7836578670,0,,0
20254,veronicaburon,1,0xbb1efeb1f70bdebeadb4935df250e5a7970475b1,0,,0
20182,0xharsh.eth,1,0x1002871c44871be0459974913a209dbab79e3063,0,,0
20147,bixbite,1,0x073f0dc58e9989c827ba5b7b35570b7315652e63,0,,0
20111,poster,1,0x13c12c1670a9e653a45141f313338e4a098f35ed,0,,0
19570,joseph.eth,1,0x0bd2c2c39ee34dfbced397f0ec94503c161932d8,0,,0
19067,ymy,1,0x17b3c742bb37cb458c3374ec2fb3a48c542a16a1,0,,0
18350,anky,1,0xa812cc63e8eff83cda557fb4fecd08284d28ada0,0,,0
18262,droo4you,1,0x5c7599d18a0497f3af465757b3db39c5d40629f6,0,,0
17979,harpaljadeja,1,0x22b2dd2cfef2018d15543c484acef6d9b5435863,0,,0
17940,metaend.eth,1,0x02c958f11f77f6e3d614a640966088aeec319273,0,,0
17582,rphgrc.eth,1,0x2b3fe8014d3c6c74419c8f6aa4cbd307a701e4ac,0,,0
17354,ren2140.eth,1,0x016cf687271a28570326ec614098c95e02830663,0,,0
16991,brantly.eth,1,0x586b83cd45825be3e9e1bb37e1643689ec7e3e12,0,,0
16747,mariaest.eth,1,0x96faec933deab3f5f676547250d2fa2cfbfcb97a,0,,0
16152,netopwibby.eth,1,0x9c94aaff71e4a58cd9fb5be2005b8dc952c4c2e3,0,,0
15732,kompreni,1,0x0aadd2e08f1bf4be8b82ca6e402b7b76b3db76e9,0,,0
15576,percs,1,0x11dbda78b4ba9384a49d440a3990bfb5052f5863,0,,0
14879,alexk,1,0x0ea9bc76a9c99fd26e8e27ac3b00f4c228e5b8e1,0,,0
14161,gilles.eth,1,0x2be830c9c4a3eb3f9ebf736eed948e9ec1f1f33b,0,,0
13563,creator,1,0x2a98cb91b075043f0c2ea3f44bd608b899c1614b,0,,0
13437,rev-morwen.eth,1,0x20502db11fb0f75f09aedcdbb359d1d29250ab03,0,,0
13366,gydravlik,1,0x3a9134ebc81d61cf5fd50edc278b36beb7e395fe,0,,0
13119,amtwo.eth,1,0x8d49f11b33f0662074cd4ebacb69c55041631ff8,0,,0
12977,huugo,1,0x4ef0eae978cc851ad05f90d34ce58d51d27eb096,0,,0
12944,gcmac,1,0x16cad1cdb99ec2b724a6a8f72028717157c6b092,0,,0
12912,ir,1,0x3c329f13286b1f2c940113e84dee097dbd7c35e9,0,,0
12565,bunny,1,0x3dfc271244f9f8839bb6368602cdcc1d5d16372d,0,,0
12480,thumbsup.eth,1,0x355423cb2017156f74223cc414251a58007b6136,0,,0
12224,benroy,1,0x47ec58d5704082527a90362a6293029d7ed5fc4e,0,,0
12102,ratwell,1,0x0db018881fe15efe4090d68958707f1148706352,0,,0
11552,alecpap,1,0x116af5f1916e624007e3caec28f0843ef86f223e,0,,0
11202,af,1,0x277e5e0f6908ede4a28ca0db822316bf930fda70,0,,0
11161,alexcomeau,1,0xb33526ab1a4b9aa7dd92bb6339c1b38f124ab4cc,0,,0
10841,pjs,1,0xde8b2d3414bb5e1962f811c9307b7fd6cc4bbd46,0,,0
10810,gami,1,0x1fb9c75aa58d31264bbfda4bf95ed58627ecd835,0,,0
10671,0x321.eth,1,0x7c4763c27d3718581c94d847c313eefb0a373934,0,,0
10444,arvanaghi,1,0xc670edb3fbb6ffb703894fcd21c2fb707f9b4afc,0,,0
9917,vpabundance.eth,1,0x1e90474d2e83e7b7dd45553156beb316845e66a4,0,,0
9890,amorftrade,1,0x83d7ed53e7cb97b542f1f71f40561d51f8019c8b,0,,0
9647,eatsleepcrypto,1,0xaaaad377630a7ce6dfb4cc5318f0399c611de179,0,,0
9587,1damer,1,0x1dd1ea44744d34b5c85d93f89dc97c0d8d17aee8,0,,0
9565,galdytron,1,0x6775642363ad48c1238e9332eb51e31cb9720847,0,,0
9507,0xfran,1,0x43103cc6231d38a0fe81a88d9251350e2178885e,0,,0
9326,abundance,1,0x39a84ffc7ebef9b97fd609051104c1d6376a6db4,0,,0
9318,catra.eth,1,0x036cd064d068eb1d99e07d79848c7a4aab94bd49,0,,0
9204,domagon.eth,1,0x0d5641656a1d9110aba1f243117e205802d2282b,0,,0
9139,liv,1,0x4472bd2ab2fb0ef5a9f4a0125546b11fdd027b01,0,,0
8641,0xstvg,1,0x247f070511aca87248a8bb0f8a75b7934e28cf1d,0,,0
8439,eddie,1,0x1115e7bed26542bf247a7f800a9f48d530c3f955,0,,0
8405,seanwince,1,0x07e522bd635710e752343387b006bb7047663d77,0,,0
8193,musashi,1,0x6b872e9ae3d38f2c5b79320366ec6173d327213b,0,,0
8192,chewieshotfirst,1,0x6c687b37089f7b2457847dd3f714096444bb5f7e,0,,0
8152,undefined,1,0x1b18d8126dde618e994a9b4ab115b944efc748a2,0,,0
7702,ufolud,1,0x3930d0f4ee59dd5b4de46428ae87cfb766ddfc28,0,,0
7341,wethemniggas.eth,1,0x7cccff608dda05bde58a28b6910ebc78aea1d4a3,0,,0
7237,aviationdoctor.eth,1,0x49374cb015affb786fce28b24278c65e78478e77,0,,0
7227,nobi,1,0x554e82ff4d38078ec58bc3448d5498f5ac966163,0,,0
6362,pxaxm,1,0xa76e0c296a6727840af8f74055f8e486d7137bcd,0,,0
6143,jxom,1,0x15aa587f0babd60f3c81b95b2b1620a321ecd1c2,0,,0
6111,funghibull,1,0x3baf0f2cc63e84b4e208d28bddb3eea60f0980d2,0,,0
6015,gmo,1,0x1732180c81f6c87d6f0e6458ceccc393da9d41c2,0,,0
5860,sum,1,0x0aecaacc29b96fe6392f8c27e75e85a93b3cc0e6,0,,0
5820,unhappiimochii,1,0x5d821504ba5c04cd75116b9d2b819f46a5e2d8ab,0,,0
5593,1723,1,0x3e2daba02b8b09879ed9b517bf4603a3dd9c410f,0,,0
5543,sirsu.eth,1,0x130d8c5f86a9fe3362b10da9c32711474dcb3491,0,,0
5513,agu,1,0x3027ba47911f610d8196c34562dd2aa02a098e8d,0,,0
5486,deeze,1,0x88ccd93ed2dc4b1c9de7b67dc7db7d55ba163e42,0,,0
5449,jonathancolon,1,0xd652a6591c71236d20c75b68c6244d5602927a8e,0,,0
5448,cmlad.eth,1,0x07c67643dc70c0bf4a63538574b33a950aa4a7ed,0,,0
5395,0xconca.eth,1,0x6c70148d01cd2f44a36b05377c843c90a5fdccb7,0,,0
4909,zen,1,0x57c7754ac74d54cb15d83642071689585c0a7f82,0,,0
4886,proofofjake,1,0x03ec88d530ce9ba1ec2b0a8e60149b480250e19f,0,,0
4828,riku,1,0x08725e2d6ddb9198d2c9a306d13a056a71de81ea,0,,0
4816,cartographer,1,0x29bbda1a4c44e44bf52bfdc28ba8fe3d3adccb50,0,,0
4606,vgr,1,0x2503b70933119084c26df4c8d3e96d282de10743,0,,0
4483,iceberg,1,0x11687560d347a64b9b197b096ed7e6627168b04b,0,,0
4415,jakub,1,0x38eed3cceed88f380e436eb21811250797c453c5,0,,0
4378,gigamesh,1,0x2f4fa64f6c46251d254e0f34c5cbb88f1f3fa4b3,0,,0
4312,anett,1,0x029890b96532d767dd2d4cb4d8b67f7c4ff99e02,0,,0
4115,emu,1,0x367821dac2115d543fc563d514788d4d610780d6,0,,0
3973,seb,1,0x27c2fef22bad8860f81f23c80f6264d49838183c,0,,0
3882,hollins,1,0x639236bd41c05089981d25f76755d28db6be7333,0,,0
3875,tex,1,0x37b86ba476c5221c192c88bafce0aeb1dbb27402,0,,0
3850,mrmemes.eth,1,0x1de01ffc56b45222940b945c52b9beba0c342ef8,0,,0
3808,blakeminhokim,1,0x22245e05ec8f4d1df1e09d5d454c7b2fca2daca8,0,,0
3459,zackb,1,0x07f59a10fafa9bb22e3ab405544b22c2cf7e66aa,0,,0
3417,bored,1,0x4a6385f06512153ea7b5559ef292b040073e5cbb,0,,0
3347,katherholt,1,0x32bea430631db4e416900db332f5431d265a954a,0,,0
3346,haole,1,0x130254e788792bb3b5e0da2a1e21c4493db2062a,0,,0
3288,robinson,1,0x3de9f7a2ddc072470ecf8cfd91c34a7c4b41154d,0,,0
3263,benterry,1,0x3acdb7ba85e62ddf876843450caddca82132b343,0,,0
2902,falcon,1,0x5414b71e5d185496f0c95580346c583f74c7ae72,0,,0
2859,dannyaranda,1,0xa5c643df413597dc4ca49823556e7db49eb6e0b2,0,,0
2728,iammatthias,1,0x429f42fb5247e3a34d88d978b7491d4b2bee6105,0,,0
2588,nor,1,0x2a2cf73d7fff3af9f56242c76e2b1c6845016e3b,0,,0
2559,0xbdot.eth,1,0x231895a6207f3aebc93808cec4036e33720eb9e9,0,,0
2433,seneca,1,0x328619e4998f924b225cb2d7c58e4b25190cb0d8,0,,0
2420,4484.eth,1,0x089fce8be711cabc806d69b1d0d5aebd52a06455,0,,0
2252,sui,1,0x09765e9d82b019eb0bfe91cbe2e472aab9a142a8,0,,0
2217,d,1,0x0707ef54e5a72e5c1cfefdfe319a4ecf4ed6efab,0,,0
2099,yuga,1,0xad022c6f5d8f57a70f01cdbdf3382f63cbd1bfcd,0,,0
2073,moe,1,0x5f77dbc7686327d3bf6ec1887e5a3ada0ae60841,0,,0
1941,aleph,1,0x4df5c5e5c93d6f3e9ef8faffcbfdab645e45a9cc,0,,0
1534,0xhashbrown,1,0x035e6ec9069094aa4e521b3ac3ffb27d1d6ec353,0,,0
1504,chaim,1,0x0d2810140ad59711883340e1ea2d9b85c7df8124,0,,0
1333,0xmanu,1,0x482c96b007ea453cb55a3dc11ceb8830e18f0639,0,,0
1317,0xdesigner,1,0x12cc729472c036b8d47882024077f61aa463d85b,0,,0
1303,chsh.eth,1,0x5adf1c982bde935ce98a07e115ff8d09254ecb1b,0,,0
1285,benersing,1,0x9696f739716ed7f92e2268c2b571f122d1168f7b,0,,0
1191,kamil,1,0x33aa7c91c9afe6215ece55d520791e32f2c420e9,0,,0
1104,quantized,1,0x345d31475618c29e8bfb4999ea6e37ade056cc16,0,,0
976,ba,1,0x64ff33b653b26edcb4644e27d3720f3c653f8371,0,,0
922,segall,1,0x249b6d06e6350ac5b5b83cf5e658df65869b7314,0,,0
834,gabrielayuso.eth,1,0x1aa17349d51636bd9e1a975c49d2ca8d77622d63,0,,0
746,codyb.eth,1,0x40ff52e1848660327f16ed96a307259ec1d757eb,0,,0
742,wilsoncusack,1,0x7b7fe82464e66d5c297f9de2bc0a8bfc7d6de5bd,0,,0
722,jaywooow.eth,1,0x72dd7b202943757aa87d171d64737e108bc6d5a9,0,,0
621,davidgreenstein,1,0x31da76d69318373815673fb43ae2c09c802301f2,0,,0
521,sorenwrenn,1,0x4f7725c336b73abfb2efcac3f23529d05b3de13f,0,,0
378,colin,1,0x8f1e16be9b6f88acf2cd58da84a335463350b9fb,0,,0
354,bob,1,0x64d50e13624192c7ef5661450352d7119603c768,0,,0
347,greg,1,0x179a862703a4adfb29896552df9e307980d19285,0,,0
302,gt,1,0x8ed9eee4fce8cbc92dc4aafbc36b5721eb66b15d,0,,0
251,jc,1,0x997b0cced542b6d2a7e0bae5649afd9d0861cb4e,0,,0
207,tim,1,0x10f5d45854e038071485ac9e402308cf80d2d2fe,0,,0
206,coopahtroopa.eth,1,0x41734ca89e868fd2174811f438f5f96d19f98c1f,0,,0
167,vicc,1,0x0a55f982afa0333bfcdf56e81c142d15a7a32fac,0,,0
139,jess,1,0x10dca7e72563221bb38c26d863639d53c82b860b,0,,0
88,worm,1,0x14e1b43f5591515ce6a3d6994e0984b363c6c2f7,0,,0
1522652,gonad,0,0xdfb885b244275bc39f3661109dce1bff37a921d7,0,,0
1467783,godagent,0,0xe90ebc21400a7830b67cacd0e62019dccf2b3f3e,0,,0
1439819,beeper,0,0xad3bbb80d389a350e42fc6df2893753efc2109f1,0,,0
1438697,neynardotxyz,0,0x67bc54efd01124d42812df29e288c69114b8a087,0,,0
1431956,bulletin,0,0x412c5fdac255d60e8dc7da3d45f52eab74ac4849,0,,0
1430913,moggedcapital,0,0xe20e146d4f7de6ba305bec87bdfc6d994d0ba1f6,0,,0
1399664,regent,0,0x015816df14bffe9130924f87f8b865b4c9c14988,0,,0
1394655,nivivacious,0,0xd120a02c7c7fd8cf95270f7d6f294382bc4d464e,0,,0
1386823,bouy,0,0xaf9fc78504e56c44b95769735c97dacc2da17965,0,,0
1378029,everydayclanker,0,0xe0199bbbde8f7a4a5959c766b7491ef04c38c8b3,0,,0
1374637,humanresources,0,0xcc2a140149ed60e818dc8874f2ba4b426e50c197,0,,0
1368556,0xideas,0,0x082b33bf98ecc4190671f048de6818dca882db86,0,,0
1363584,cause2prosper,0,0xd9157ef389a66e43d5d1584ffd27ce522a4e4349,0,,0
1361701,puszke,0,0xdff4b35c16b6c47ae18b8adaed4ed7007ae63446,0,,0
1359760,zooko2,0,0x0da42e4a6458abc0d3d6e628cfa17eb97d0c24c0,0,,0
1351543,playlarp,0,0x1b38c66dd5d61bfa33700f0156f5ac52b167d35d,0,,0
1346413,tokengrade.eth,0,0x488668a0dbbc8c9b98ed89a99a99666848917dbb,0,,0
1345148,feyprotocol,0,0xec0af03f902171bcba367f180c2d1bfb3b9a2ab6,0,,0
1341992,satsbased,0,0xe382238e79e2277cdc086a02318277e59740f51b,0,,0
1337808,dendotshow,0,0xb70861b3f39278ef0f3cec8d0aa7f8b3b6d2a53b,0,,0
1335956,sghazzal,0,0x12186874096456f9af95faab72edbbea586e9e6f,0,,0
1335362,gordonwhitman,0,0x11e875e43231f75b776e94f8eb5dd5befe90229a,0,,0
1331766,bribe,0,0x93047d88222a1421248d1180d3eaa7f06187a46f,0,,0
1322716,skycastle,0,0x1b3f9f050523e2f9ec144e562c9a0da3b9e8c78f,0,,0
1319711,ethys,0,0xfa432d6c8065f2a9589e8239ba1ad69f1bf7b839,0,,0
1317071,recessdotfun,0,0xb6ed313dc31fc60d38ca490f3061799793c175a0,0,,0
1306670,sequelmovies,0,0x52f166fafdfbf2f9c5e27c68a99cf7dcfd0a38eb,0,,0
1303458,npceo,0,0xc39aece283e10ac1c3a8681f7358a5d4b76ddf13,0,,0
1297889,clip419,0,0xbc028925c3bdc6b3c6f5c26d9bfc1eb16cdd2a50,0,,0
1281232,josephinerocco,0,0x3a8f32b4ea4333cef137294d810b0c96bc56e4b3,0,,0
1206086,delaney,0,0x67da37943d1a3df117dfc1f8c832aa846d5ce420,0,,0
1190824,esgfirex,0,0x304a9931e9a5cf233756080d82dca3be0bb4d695,0,,0
1188870,stoneymcblaze,0,0x84e791efecccd285756b4cf6f47804c475d84222,0,,0
1183152,bigolal,0,0x80664794fd4d4be72c6ffad67514d0dced0f8c3d,0,,0
1163158,2dai.eth,0,0x9f57641e6c10d6f5d3837c7d2f1942a353cbaafd,0,,0
1162357,kondo,0,0x952e8f0cbcf3d8bf0081756a8d18ffcd727d3ad1,0,,0
1159504,benwagmi,0,0x93ea209b3963f3771d37e0cc456e6645f4abc7dc,0,,0
1158417,choochoo,0,0x7d31d3c04483d197154dce80cb3570919585a777,0,,0
1148648,evshonmusic,0,0x3b9131b44fd90895bbfe4967cf2f9d6f0ce3ffbd,0,,0
1147178,likesdotfun.eth,0,0xb477f54397b405fd1f77099d317705d63d442d15,0,,0
1146631,mikaylam,0,0x646e3c1951d4d5d01214e8a3703ca128a6fcedfb,0,,0
1144746,petrock,0,0xd824ac1c8d495a18cdc36b8c5d97966e4c20790f,0,,0
1143761,cloworld,0,0x5fe5855fa3e574c3bef66fc079b48a87c5b90c43,0,,0
1143448,prestonbanks,0,0xf26c5e28bfd87b9f33a26d90c83ee9c25f2676ee,0,,0
1141679,alberto-ramos,0,0x918851e11e3707dc96d12dff8b98a688b3b1f339,0,,0
1138217,withcastfun,0,0x15ec6415d1831f12ab065c425790ea339602e2ea,0,,0
1136819,spencerdinwiddie,0,0xa6a26683ad0295f6f49b1aaf7bb4247f097482e7,0,,0
1135362,heisninja,0,0x92d817860f4f42298f1ee35aa54f9111ec217fa1,0,,0
1131252,11:00 AM,0,0xcc890f367438369df6f3157fe3d96aca071c5004,0,,0
1128133,weldr,0,0x248de3d3f86dc94cf18035acdf7410626ae4207f,0,,0
1119944,labubuonbase,0,0x7ece306c4da196777c44714c2e66102196447084,0,,0
1119323,tryemerge,0,0xc82a536c8fdcfacc34fe2319eb7d82b8e4147495,0,,0
1118139,tinysoulgame,0,0x10225e4712a9606ac931a2b4a63b6adf859041b8,0,,0
1116515,poolfans,0,0x9e6ff974255c615dae8efc5f0baa9e3e5f94ad7c,0,,0
1115616,farlogic,0,0x09539995f607841cc3f51b89cd1b8e88962937f8,0,,0
1115399,pigeontrade,0,0x42a811ea4b7cfcabc26ee91de174408f484bcb45,0,,0
1113654,firmjeff,0,0x7f48ae30095013130bf181773a2c360722c29242,0,,0
1112655,chainreact,0,0x300d20ea131c423e3335a3fadcf26fa88ce999a2,0,,0
1112368,bbyjoie,0,0xf91e00383e12c6b469e03ff8084d2bb7dd11a484,0,,0
1112190,olisplan,0,0x161c22e2cbf2f9843a748c74c1544ce5fa4267ec,0,,0
1112072,newtp,0,0x7a1d72aa91aafa8fbc9f4ab8bd1773a76dde1719,0,,0
1111631,dadoen,0,0x2d2c00dc649a87d1178cf647658726b8216dbccb,0,,0
1110131,dau,0,0x747996871acdf334d8454747291dc1c5c40feed5,0,,0
1107323,elizaos,0,0x0785ef86ae198ab04f5d60f2c00ab47585a53c15,0,,0
1104724,gabeeinhorn,0,0x00e5be12e723903702a28c62603a9813c6e11764,0,,0
1103465,alibrarising,0,0x57eb75a1e3ea03b550a5b363b6954bb5ab976b1f,0,,0
1101941,faircaster,0,0xd072c48d98a9342212be644d681f6f3f050d7e26,0,,0
1097693,hlnames,0,0x3366a3800f78325ea452203569a161eff27b46cb,0,,0
1097690,ericolsz,0,0x29c3311ee19531c3d226d45771212bba91eb2339,0,,0
1093509,sikandar,0,0xa194452204a85cebc7df59d56c7a16564d2879f5,0,,0
1091408,losfomos,0,0x8b40d6e6066e74a680d37dc5b514911847c77c9e,0,,0
1091126,mahij,0,0x5f47f725b113f5b2a5c36e6771a33bb668f2e435,0,,0
1090648,infinitygomez,0,0x0710a22808e81b1f7df95fa143c99cf21b54afab,0,,0
1090422,0xgarrgi,0,0x464d1d776a2ed9e357f02641d0241378d8b807cd,0,,0
1090360,shanthan2307,0,0x0ea6b112d2e22ab612380bcc0f585e4ddc230ecf,0,,0
1090229,eternalblad3,0,0x21e1a01d0a23be547abcdeb05695e11517cbaeef,0,,0
1090032,dotslashsimran,0,0x0b8d37825108329eb854a469851b41f920e5dd26,0,,0
1089879,nainz,0,0x01de9d70cbf5cfe9895c25a47dcda41ca48910d5,0,,0
1089697,abril,0,0x199f2c8ea0db8d251b65133a826fafb54c13f4b7,0,,0
1089651,spikeballchris,0,0x89324cad6709d61ae672acfc9a1b37dd25792325,0,,0
1089497,itang,0,0x5aeaa4b0f27877460c1977c1e5ea8def3fbb0eaf,0,,0
1089410,metengine,0,0x31e71c44f012be42380e4e05215e259362051b17,0,,0
1089076,masonauguste,0,0x0efb0aaa3c53e782c047550b077db03778dec6f7,0,,0
1089033,startupradar,0,0xfe32a8665a68a79ccad8c96f9219272789044dc3,0,,0
1088120,robertsun,0,0x5cbb9b4c1be9b04c7bd7b59f47a4e594faae84d2,0,,0
1088103,mahitripathi,0,0xf631c3713c304ff1328dd506cc9626c673605b88,0,,0
1088065,evanzsolomon,0,0x4c00a219d4f57d900fa1c6aa6cb4efc58e12d976,0,,0
1088055,tiffanynngg28,0,0x6f5b9598fe9e8392c59fc0e79d85a5995ad1f21e,0,,0
1088049,ctreston,0,0xfec025f7201f8a685fc473f1a6efe3f5d901d07e,0,,0
1087909,discman,0,0x095fd0be40a6c671c6ce88ed7c176a253fca7f14,0,,0
1078305,qingge668,0,0x4143c4b83122441b445bee1baa5751a6c153c5df,0,,0
1077510,gon0x.eth,0,0xaf7f1d4492efde2c8ef542802b43e172b61e4a38,0,,0
1076300,mroliverpt,0,0x4581e3689f886356f0367aeee4b82aa060f10fb7,0,,0
1075899,kshitijgajapure,0,0x1d5cd8fec9d6ccdffc57be76addf3e3712ccd3d2,0,,0
1075107,greywash,0,0x5d45df29f91f91f88fa2a78afef809a51a1e307d,0,,0
1060498,firkin.eth,0,0xf32c518f253375dff8fd2d40d37450824f48470f,0,,0
1059579,emilyherrera,0,0x78009e071805b323d5249954d5534c0eaeb96b17,0,,0
1059531,santiagocoto,0,0x08de6d94aa4b7b2ae5706aa719325f4e7b1bfabe,0,,0
1059487,0xgourmet,0,0x0dbd63002449cb606bd530dc4f892dd44922eaad,0,,0
1058691,noiceapp,0,0x77130abfcc6e99aeb8c72fa4a1bf1c71c8821fb5,0,,0
1052353,alectrona1,0,0x11669a572983554e78c43a81be77e5795c669f51,0,,0
1051453,kay0x0,0,0x3bfaf38bce6bac1b45ac9ef9731c98e931ae5c5f,0,,0
1050689,clip-tokenize,0,0xf25371c8546a282cba1c8743a4e0dd2b6eeb9294,0,,0
1049969,fendiprintz,0,0x96bf89f933fc91dd5e35f48aab1c70e93b50f22d,0,,0
1049966,wonderwomanluna,0,0x5ae9229fbeff23507ee4febceb1a14641755ed53,0,,0
1049265,redecker,0,0xa64c036a6f87f23283f14301c195cd39249f97b4,0,,0
1047658,betrmint,0,0xae57679fd25eecfa7a34f91183e25e50a24d8e4d,0,,0
1047596,edisntavailable,0,0xd7f57a31b130ab0a7c7a21085a9ebe887e28283d,0,,0
1047594,metzmusic,0,0x7cc1544e3bf97c992d90cd7f6e53f2cf079d2fcc,0,,0
1047049,tonydahlin,0,0x06399ea494289d49977605584031d96fc3b5aaf5,0,,0
1047017,une-fleurr,0,0xce11268e297fcc489afe1b7d48968806546cd890,0,,0
1047011,lgsmartfridge,0,0xe1a0751ab60717295645d8b0b01243495f038bee,0,,0
1046075,gstar,0,0x70d865ee04be94a21ca1409c3cb8768c7e9e1ee8,0,,0
1045087,jaybr,0,0x8115b66debfd140e3201765df32aca6db3392446,0,,0
1043835,clone,0,0x1e87aad42e5085e71b421f02df2134d2435f2953,0,,0
1043408,quotient,0,0x8ef173fe38a94a0ab7ce5409996a45497ae375db,0,,0
1042739,livecaster,0,0x8f10c34f276af2c773637a4f30c2ea1c6900277b,0,,0
1025622,youfoundfayy,0,0x17604e3b03b0660a838ee42a3e9a532a71473534,0,,0
1020698,naiya.eth,0,0x4a89ed175c23976d01be6590c6f802905449b79d,0,,0
1020652,opac1percent,0,0x13429c8160a4755e61fbbc95a26307edf779663d,0,,0
1020251,trenchverse,0,0xd9c100e64f736f8c79f00cdcc793cf893a488274,0,,0
1017825,apemash,0,0x1c815fb89a930b08adf47a7e0b6fc5798515596e,0,,0
